query_id	subject_id	percent_identity	alignment_length	matches
dual_1596	amp_9366	96.3	28	26.0
dual_1596	amp_9367	100.0	27	27.0
dual_1596	amp_9368	92.59	29	25.0
dual_1596	amp_9369	92.59	29	25.0
dual_1596	amp_9370	96.3	28	26.0
dual_1596	amp_9382	92.59	29	25.0
dual_1596	amp_9388	92.59	29	25.0
dual_1596	amp_9391	92.59	29	25.0
dual_1596	amp_9394	92.59	29	25.0
dual_1596	amp_9395	92.59	29	25.0
dual_1596	amp_9396	92.59	29	25.0
dual_1596	amp_9397	96.3	28	26.0
dual_1596	amp_9400	92.59	29	25.0
dual_1596	amp_9412	92.59	29	25.0
dual_1596	amp_9418	92.59	29	25.0
dual_1596	amp_9421	92.59	29	25.0
dual_1596	amp_9424	92.59	29	25.0
dual_1596	amp_9425	92.59	29	25.0
dual_1596	amp_9426	92.59	29	25.0
dual_1596	amp_9427	96.3	28	26.0
dual_1596	amp_9430	92.59	29	25.0
dual_1596	amp_9457	92.59	29	25.0
dual_1596	amp_9472	92.59	29	25.0
dual_1596	amp_9478	92.59	29	25.0
dual_1596	amp_9481	92.59	29	25.0
dual_1596	amp_9484	92.59	29	25.0
dual_1596	amp_9485	92.59	29	25.0
dual_1596	amp_9486	92.59	29	25.0
dual_1596	amp_9487	96.3	28	26.0
dual_1596	amp_9490	92.59	29	25.0
dual_1596	amp_9517	92.59	29	25.0
dual_1596	amp_9547	92.59	29	25.0
dual_1596	amp_9577	92.59	29	25.0
dual_1596	amp_9592	92.59	29	25.0
dual_1596	amp_9598	92.59	29	25.0
dual_1596	amp_9601	92.59	29	25.0
dual_1596	amp_9604	92.59	29	25.0
dual_1596	amp_9605	92.59	29	25.0
dual_1596	amp_9606	92.59	29	25.0
dual_1596	amp_9607	96.3	28	26.0
dual_1596	amp_9610	92.59	29	25.0
dual_1596	amp_9637	92.59	29	25.0
dual_1596	amp_9667	92.59	29	25.0
dual_1597	amp_9323	92.59	29	25.0
dual_1597	amp_9326	92.59	29	25.0
dual_1597	amp_9329	92.59	29	25.0
dual_1597	amp_9332	92.59	29	25.0
dual_1597	amp_9335	92.59	29	25.0
dual_1597	amp_9338	96.3	28	26.0
dual_1597	amp_9339	92.59	29	25.0
dual_1597	amp_9340	92.59	29	25.0
dual_1597	amp_9341	92.59	29	25.0
dual_1597	amp_9344	92.59	29	25.0
dual_1597	amp_9347	92.59	29	25.0
dual_1597	amp_9350	92.59	29	25.0
dual_1597	amp_9353	96.3	28	26.0
dual_1597	amp_9354	92.59	29	25.0
dual_1597	amp_9355	92.59	29	25.0
dual_1597	amp_9356	96.3	28	26.0
dual_1597	amp_9357	92.59	29	25.0
dual_1597	amp_9358	92.59	29	25.0
dual_1597	amp_9359	96.3	28	26.0
dual_1597	amp_9360	92.59	29	25.0
dual_1597	amp_9361	92.59	29	25.0
dual_1597	amp_9362	96.3	28	26.0
dual_1597	amp_9363	92.59	29	25.0
dual_1597	amp_9364	92.59	29	25.0
dual_1597	amp_9365	96.3	28	26.0
dual_1597	amp_9366	92.59	29	25.0
dual_1597	amp_9367	92.59	29	25.0
dual_1597	amp_9368	100.0	27	27.0
dual_1597	amp_9369	96.3	28	26.0
dual_1597	amp_9370	96.3	28	26.0
dual_1597	amp_9383	92.59	29	25.0
dual_1597	amp_9386	92.59	29	25.0
dual_1597	amp_9389	92.59	29	25.0
dual_1597	amp_9392	92.59	29	25.0
dual_1597	amp_9395	92.59	29	25.0
dual_1597	amp_9398	96.3	28	26.0
dual_1597	amp_9399	92.59	29	25.0
dual_1597	amp_9400	92.59	29	25.0
dual_1597	amp_9413	92.59	29	25.0
dual_1597	amp_9416	92.59	29	25.0
dual_1597	amp_9419	92.59	29	25.0
dual_1597	amp_9422	92.59	29	25.0
dual_1597	amp_9425	92.59	29	25.0
dual_1597	amp_9428	96.3	28	26.0
dual_1597	amp_9429	92.59	29	25.0
dual_1597	amp_9430	92.59	29	25.0
dual_1597	amp_9458	92.59	29	25.0
dual_1597	amp_9473	92.59	29	25.0
dual_1597	amp_9476	92.59	29	25.0
dual_1597	amp_9479	92.59	29	25.0
dual_1597	amp_9482	92.59	29	25.0
dual_1597	amp_9485	92.59	29	25.0
dual_1597	amp_9488	96.3	28	26.0
dual_1597	amp_9489	92.59	29	25.0
dual_1597	amp_9490	92.59	29	25.0
dual_1597	amp_9518	92.59	29	25.0
dual_1597	amp_9548	92.59	29	25.0
dual_1597	amp_9578	92.59	29	25.0
dual_1597	amp_9593	92.59	29	25.0
dual_1597	amp_9596	92.59	29	25.0
dual_1597	amp_9599	92.59	29	25.0
dual_1597	amp_9602	92.59	29	25.0
dual_1597	amp_9605	92.59	29	25.0
dual_1597	amp_9608	96.3	28	26.0
dual_1597	amp_9609	92.59	29	25.0
dual_1597	amp_9610	92.59	29	25.0
dual_1597	amp_9638	92.59	29	25.0
dual_1597	amp_9668	92.59	29	25.0
dual_1598	amp_9324	92.59	29	25.0
dual_1598	amp_9327	92.59	29	25.0
dual_1598	amp_9330	92.59	29	25.0
dual_1598	amp_9333	92.59	29	25.0
dual_1598	amp_9336	92.59	29	25.0
dual_1598	amp_9338	92.59	29	25.0
dual_1598	amp_9339	96.3	28	26.0
dual_1598	amp_9340	92.59	29	25.0
dual_1598	amp_9342	92.59	29	25.0
dual_1598	amp_9345	92.59	29	25.0
dual_1598	amp_9348	92.59	29	25.0
dual_1598	amp_9351	92.59	29	25.0
dual_1598	amp_9353	92.59	29	25.0
dual_1598	amp_9354	96.3	28	26.0
dual_1598	amp_9355	92.59	29	25.0
dual_1598	amp_9356	92.59	29	25.0
dual_1598	amp_9357	96.3	28	26.0
dual_1598	amp_9358	92.59	29	25.0
dual_1598	amp_9359	92.59	29	25.0
dual_1598	amp_9360	96.3	28	26.0
dual_1598	amp_9361	92.59	29	25.0
dual_1598	amp_9362	92.59	29	25.0
dual_1598	amp_9363	96.3	28	26.0
dual_1598	amp_9364	92.59	29	25.0
dual_1598	amp_9365	92.59	29	25.0
dual_1598	amp_9366	96.3	28	26.0
dual_1598	amp_9367	92.59	29	25.0
dual_1598	amp_9368	96.3	28	26.0
dual_1598	amp_9369	100.0	27	27.0
dual_1598	amp_9370	96.3	28	26.0
dual_1598	amp_9384	92.59	29	25.0
dual_1598	amp_9387	92.59	29	25.0
dual_1598	amp_9390	92.59	29	25.0
dual_1598	amp_9393	92.59	29	25.0
dual_1598	amp_9396	92.59	29	25.0
dual_1598	amp_9398	92.59	29	25.0
dual_1598	amp_9399	96.3	28	26.0
dual_1598	amp_9400	92.59	29	25.0
dual_1598	amp_9414	92.59	29	25.0
dual_1598	amp_9417	92.59	29	25.0
dual_1598	amp_9420	92.59	29	25.0
dual_1598	amp_9423	92.59	29	25.0
dual_1598	amp_9426	92.59	29	25.0
dual_1598	amp_9428	92.59	29	25.0
dual_1598	amp_9429	96.3	28	26.0
dual_1598	amp_9430	92.59	29	25.0
dual_1598	amp_9459	92.59	29	25.0
dual_1598	amp_9474	92.59	29	25.0
dual_1598	amp_9477	92.59	29	25.0
dual_1598	amp_9480	92.59	29	25.0
dual_1598	amp_9483	92.59	29	25.0
dual_1598	amp_9486	92.59	29	25.0
dual_1598	amp_9488	92.59	29	25.0
dual_1598	amp_9489	96.3	28	26.0
dual_1598	amp_9490	92.59	29	25.0
dual_1598	amp_9519	92.59	29	25.0
dual_1598	amp_9549	92.59	29	25.0
dual_1598	amp_9579	92.59	29	25.0
dual_1598	amp_9594	92.59	29	25.0
dual_1598	amp_9597	92.59	29	25.0
dual_1598	amp_9600	92.59	29	25.0
dual_1598	amp_9603	92.59	29	25.0
dual_1598	amp_9606	92.59	29	25.0
dual_1598	amp_9608	92.59	29	25.0
dual_1598	amp_9609	96.3	28	26.0
dual_1598	amp_9610	92.59	29	25.0
dual_1598	amp_9639	92.59	29	25.0
dual_1598	amp_9669	92.59	29	25.0
dual_1599	amp_9325	92.59	29	25.0
dual_1599	amp_9328	92.59	29	25.0
dual_1599	amp_9331	92.59	29	25.0
dual_1599	amp_9334	92.59	29	25.0
dual_1599	amp_9337	92.59	29	25.0
dual_1599	amp_9338	92.59	29	25.0
dual_1599	amp_9339	92.59	29	25.0
dual_1599	amp_9340	96.3	28	26.0
dual_1599	amp_9343	92.59	29	25.0
dual_1599	amp_9346	92.59	29	25.0
dual_1599	amp_9349	92.59	29	25.0
dual_1599	amp_9352	92.59	29	25.0
dual_1599	amp_9353	92.59	29	25.0
dual_1599	amp_9354	92.59	29	25.0
dual_1599	amp_9355	96.3	28	26.0
dual_1599	amp_9356	92.59	29	25.0
dual_1599	amp_9357	92.59	29	25.0
dual_1599	amp_9358	96.3	28	26.0
dual_1599	amp_9359	92.59	29	25.0
dual_1599	amp_9360	92.59	29	25.0
dual_1599	amp_9361	96.3	28	26.0
dual_1599	amp_9362	92.59	29	25.0
dual_1599	amp_9363	92.59	29	25.0
dual_1599	amp_9364	96.3	28	26.0
dual_1599	amp_9365	92.59	29	25.0
dual_1599	amp_9366	92.59	29	25.0
dual_1599	amp_9367	96.3	28	26.0
dual_1599	amp_9368	96.3	28	26.0
dual_1599	amp_9369	96.3	28	26.0
dual_1599	amp_9370	100.0	27	27.0
dual_1599	amp_9385	92.59	29	25.0
dual_1599	amp_9388	92.59	29	25.0
dual_1599	amp_9391	92.59	29	25.0
dual_1599	amp_9394	92.59	29	25.0
dual_1599	amp_9397	92.59	29	25.0
dual_1599	amp_9398	92.59	29	25.0
dual_1599	amp_9399	92.59	29	25.0
dual_1599	amp_9400	96.3	28	26.0
dual_1599	amp_9415	92.59	29	25.0
dual_1599	amp_9418	92.59	29	25.0
dual_1599	amp_9421	92.59	29	25.0
dual_1599	amp_9424	92.59	29	25.0
dual_1599	amp_9427	92.59	29	25.0
dual_1599	amp_9428	92.59	29	25.0
dual_1599	amp_9429	92.59	29	25.0
dual_1599	amp_9430	96.3	28	26.0
dual_1599	amp_9460	92.59	29	25.0
dual_1599	amp_9475	92.59	29	25.0
dual_1599	amp_9478	92.59	29	25.0
dual_1599	amp_9481	92.59	29	25.0
dual_1599	amp_9484	92.59	29	25.0
dual_1599	amp_9487	92.59	29	25.0
dual_1599	amp_9488	92.59	29	25.0
dual_1599	amp_9489	92.59	29	25.0
dual_1599	amp_9490	96.3	28	26.0
dual_1599	amp_9520	92.59	29	25.0
dual_1599	amp_9550	92.59	29	25.0
dual_1599	amp_9580	92.59	29	25.0
dual_1599	amp_9595	92.59	29	25.0
dual_1599	amp_9598	92.59	29	25.0
dual_1599	amp_9601	92.59	29	25.0
dual_1599	amp_9604	92.59	29	25.0
dual_1599	amp_9607	92.59	29	25.0
dual_1599	amp_9608	92.59	29	25.0
dual_1599	amp_9609	92.59	29	25.0
dual_1599	amp_9610	96.3	28	26.0
dual_1599	amp_9640	92.59	29	25.0
dual_1600	amp_9312	92.59	29	25.0
dual_1600	amp_9313	92.59	29	25.0
dual_1600	amp_9314	92.59	29	25.0
dual_1600	amp_9317	92.59	29	25.0
dual_1600	amp_9320	92.59	29	25.0
dual_1600	amp_9323	92.59	29	25.0
dual_1600	amp_9326	92.59	29	25.0
dual_1600	amp_9341	96.3	28	26.0
dual_1600	amp_9342	92.59	29	25.0
dual_1600	amp_9343	92.59	29	25.0
dual_1600	amp_9344	92.59	29	25.0
dual_1600	amp_9347	92.59	29	25.0
dual_1600	amp_9350	92.59	29	25.0
dual_1600	amp_9353	92.59	29	25.0
dual_1600	amp_9356	92.59	29	25.0
dual_1600	amp_9371	100.0	27	27.0
dual_1600	amp_9372	96.3	28	26.0
dual_1600	amp_9373	96.3	28	26.0
dual_1600	amp_9374	96.3	28	26.0
dual_1600	amp_9375	92.59	29	25.0
dual_1600	amp_9376	92.59	29	25.0
dual_1600	amp_9377	96.3	28	26.0
dual_1600	amp_9378	92.59	29	25.0
dual_1600	amp_9379	92.59	29	25.0
dual_1600	amp_9380	96.3	28	26.0
dual_1600	amp_9381	92.59	29	25.0
dual_1600	amp_9382	92.59	29	25.0
dual_1600	amp_9383	96.3	28	26.0
dual_1600	amp_9384	92.59	29	25.0
dual_1600	amp_9385	92.59	29	25.0
dual_1600	amp_9386	96.3	28	26.0
dual_1600	amp_9387	92.59	29	25.0
dual_1600	amp_9388	92.59	29	25.0
dual_1600	amp_9389	92.59	29	25.0
dual_1600	amp_9392	92.59	29	25.0
dual_1600	amp_9395	92.59	29	25.0
dual_1600	amp_9398	92.59	29	25.0
dual_1600	amp_9401	96.3	28	26.0
dual_1600	amp_9402	92.59	29	25.0
dual_1600	amp_9403	92.59	29	25.0
dual_1600	amp_9404	92.59	29	25.0
dual_1600	amp_9407	92.59	29	25.0
dual_1600	amp_9410	92.59	29	25.0
dual_1600	amp_9413	92.59	29	25.0
dual_1600	amp_9416	92.59	29	25.0
dual_1600	amp_9431	92.59	29	25.0
dual_1600	amp_9461	92.59	29	25.0
dual_1600	amp_9491	96.3	28	26.0
dual_1600	amp_9492	92.59	29	25.0
dual_1600	amp_9493	92.59	29	25.0
dual_1600	amp_9494	92.59	29	25.0
dual_1600	amp_9497	92.59	29	25.0
dual_1600	amp_9500	92.59	29	25.0
dual_1600	amp_9503	92.59	29	25.0
dual_1600	amp_9506	92.59	29	25.0
dual_1600	amp_9521	92.59	29	25.0
dual_1600	amp_9551	92.59	29	25.0
dual_1600	amp_9581	92.59	29	25.0
dual_1600	amp_9611	96.3	28	26.0
dual_1600	amp_9612	92.59	29	25.0
dual_1600	amp_9613	92.59	29	25.0
dual_1600	amp_9614	92.59	29	25.0
dual_1600	amp_9617	92.59	29	25.0
dual_1600	amp_9620	92.59	29	25.0
dual_1600	amp_9623	92.59	29	25.0
dual_1600	amp_9626	92.59	29	25.0
dual_1600	amp_9641	92.59	29	25.0
dual_1601	amp_9312	96.3	28	26.0
dual_1601	amp_9313	92.59	29	25.0
dual_1601	amp_9315	92.59	29	25.0
dual_1601	amp_9318	92.59	29	25.0
dual_1601	amp_9321	92.59	29	25.0
dual_1601	amp_9324	92.59	29	25.0
dual_1601	amp_9327	92.59	29	25.0
dual_1601	amp_9341	92.59	29	25.0
dual_1601	amp_9342	96.3	28	26.0
dual_1601	amp_9343	92.59	29	25.0
dual_1601	amp_9345	92.59	29	25.0
dual_1601	amp_9348	92.59	29	25.0
dual_1601	amp_9351	92.59	29	25.0
dual_1601	amp_9354	92.59	29	25.0
dual_1601	amp_9357	92.59	29	25.0
dual_1601	amp_9371	96.3	28	26.0
dual_1601	amp_9372	100.0	27	27.0
dual_1601	amp_9373	96.3	28	26.0
dual_1601	amp_9374	92.59	29	25.0
dual_1601	amp_9375	96.3	28	26.0
dual_1601	amp_9376	92.59	29	25.0
dual_1601	amp_9377	92.59	29	25.0
dual_1601	amp_9378	96.3	28	26.0
dual_1601	amp_9379	92.59	29	25.0
dual_1601	amp_9380	92.59	29	25.0
dual_1601	amp_9381	96.3	28	26.0
dual_1601	amp_9382	92.59	29	25.0
dual_1601	amp_9383	92.59	29	25.0
dual_1601	amp_9384	96.3	28	26.0
dual_1601	amp_9385	92.59	29	25.0
dual_1601	amp_9386	92.59	29	25.0
dual_1601	amp_9387	96.3	28	26.0
dual_1601	amp_9388	92.59	29	25.0
dual_1601	amp_9390	92.59	29	25.0
dual_1601	amp_9393	92.59	29	25.0
dual_1601	amp_9396	92.59	29	25.0
dual_1601	amp_9399	92.59	29	25.0
dual_1601	amp_9401	92.59	29	25.0
dual_1601	amp_9402	96.3	28	26.0
dual_1601	amp_9403	92.59	29	25.0
dual_1601	amp_9405	92.59	29	25.0
dual_1601	amp_9408	92.59	29	25.0
dual_1601	amp_9411	92.59	29	25.0
dual_1601	amp_9414	92.59	29	25.0
dual_1601	amp_9417	92.59	29	25.0
dual_1601	amp_9432	92.59	29	25.0
dual_1601	amp_9462	92.59	29	25.0
dual_1601	amp_9491	92.59	29	25.0
dual_1601	amp_9492	96.3	28	26.0
dual_1601	amp_9493	92.59	29	25.0
dual_1601	amp_9495	92.59	29	25.0
dual_1601	amp_9498	92.59	29	25.0
dual_1601	amp_9501	92.59	29	25.0
dual_1601	amp_9504	92.59	29	25.0
dual_1601	amp_9507	92.59	29	25.0
dual_1601	amp_9522	92.59	29	25.0
dual_1601	amp_9552	92.59	29	25.0
dual_1601	amp_9582	92.59	29	25.0
dual_1601	amp_9611	92.59	29	25.0
dual_1601	amp_9612	96.3	28	26.0
dual_1601	amp_9613	92.59	29	25.0
dual_1601	amp_9615	92.59	29	25.0
dual_1601	amp_9618	92.59	29	25.0
dual_1601	amp_9621	92.59	29	25.0
dual_1601	amp_9624	92.59	29	25.0
dual_1601	amp_9627	92.59	29	25.0
dual_1601	amp_9642	92.59	29	25.0
dual_1602	amp_9312	92.59	29	25.0
dual_1602	amp_9313	96.3	28	26.0
dual_1602	amp_9316	92.59	29	25.0
dual_1602	amp_9319	92.59	29	25.0
dual_1602	amp_9322	92.59	29	25.0
dual_1602	amp_9325	92.59	29	25.0
dual_1602	amp_9328	92.59	29	25.0
dual_1602	amp_9341	92.59	29	25.0
dual_1602	amp_9342	92.59	29	25.0
dual_1602	amp_9343	96.3	28	26.0
dual_1602	amp_9346	92.59	29	25.0
dual_1602	amp_9349	92.59	29	25.0
dual_1602	amp_9352	92.59	29	25.0
dual_1602	amp_9355	92.59	29	25.0
dual_1602	amp_9358	92.59	29	25.0
dual_1602	amp_9371	96.3	28	26.0
dual_1602	amp_9372	96.3	28	26.0
dual_1602	amp_9373	100.0	27	27.0
dual_1602	amp_9374	92.59	29	25.0
dual_1602	amp_9375	92.59	29	25.0
dual_1602	amp_9376	96.3	28	26.0
dual_1602	amp_9377	92.59	29	25.0
dual_1602	amp_9378	92.59	29	25.0
dual_1602	amp_9379	96.3	28	26.0
dual_1602	amp_9380	92.59	29	25.0
dual_1602	amp_9381	92.59	29	25.0
dual_1602	amp_9382	96.3	28	26.0
dual_1602	amp_9383	92.59	29	25.0
dual_1602	amp_9384	92.59	29	25.0
dual_1602	amp_9385	96.3	28	26.0
dual_1602	amp_9386	92.59	29	25.0
dual_1602	amp_9387	92.59	29	25.0
dual_1602	amp_9388	96.3	28	26.0
dual_1602	amp_9391	92.59	29	25.0
dual_1602	amp_9394	92.59	29	25.0
dual_1602	amp_9397	92.59	29	25.0
dual_1602	amp_9400	92.59	29	25.0
dual_1602	amp_9401	92.59	29	25.0
dual_1602	amp_9402	92.59	29	25.0
dual_1602	amp_9403	96.3	28	26.0
dual_1602	amp_9406	92.59	29	25.0
dual_1602	amp_9409	92.59	29	25.0
dual_1602	amp_9412	92.59	29	25.0
dual_1602	amp_9415	92.59	29	25.0
dual_1602	amp_9418	92.59	29	25.0
dual_1602	amp_9433	92.59	29	25.0
dual_1602	amp_9463	92.59	29	25.0
dual_1602	amp_9491	92.59	29	25.0
dual_1602	amp_9492	92.59	29	25.0
dual_1602	amp_9493	96.3	28	26.0
dual_1602	amp_9496	92.59	29	25.0
dual_1602	amp_9499	92.59	29	25.0
dual_1602	amp_9502	92.59	29	25.0
dual_1602	amp_9505	92.59	29	25.0
dual_1602	amp_9508	92.59	29	25.0
dual_1602	amp_9523	92.59	29	25.0
dual_1602	amp_9553	92.59	29	25.0
dual_1602	amp_9583	92.59	29	25.0
dual_1602	amp_9611	92.59	29	25.0
dual_1602	amp_9612	92.59	29	25.0
dual_1602	amp_9613	96.3	28	26.0
dual_1602	amp_9616	92.59	29	25.0
dual_1602	amp_9619	92.59	29	25.0
dual_1602	amp_9622	92.59	29	25.0
dual_1602	amp_9625	92.59	29	25.0
dual_1602	amp_9628	92.59	29	25.0
dual_1602	amp_9643	92.59	29	25.0
dual_1603	amp_9314	96.3	28	26.0
dual_1603	amp_9315	92.59	29	25.0
dual_1603	amp_9316	92.59	29	25.0
dual_1603	amp_9317	92.59	29	25.0
dual_1603	amp_9320	92.59	29	25.0
dual_1603	amp_9323	92.59	29	25.0
dual_1603	amp_9329	92.59	29	25.0
dual_1603	amp_9341	92.59	29	25.0
dual_1603	amp_9344	96.3	28	26.0
dual_1603	amp_9345	92.59	29	25.0
dual_1603	amp_9346	92.59	29	25.0
dual_1603	amp_9347	92.59	29	25.0
dual_1603	amp_9350	92.59	29	25.0
dual_1603	amp_9353	92.59	29	25.0
dual_1603	amp_9359	92.59	29	25.0
dual_1603	amp_9371	96.3	28	26.0
dual_1603	amp_9372	92.59	29	25.0
dual_1603	amp_9373	92.59	29	25.0
dual_1603	amp_9374	100.0	27	27.0
dual_1603	amp_9375	96.3	28	26.0
dual_1603	amp_9376	96.3	28	26.0
dual_1603	amp_9377	96.3	28	26.0
dual_1603	amp_9378	92.59	29	25.0
dual_1603	amp_9379	92.59	29	25.0
dual_1603	amp_9380	96.3	28	26.0
dual_1603	amp_9381	92.59	29	25.0
dual_1603	amp_9382	92.59	29	25.0
dual_1603	amp_9383	96.3	28	26.0
dual_1603	amp_9384	92.59	29	25.0
dual_1603	amp_9385	92.59	29	25.0
dual_1603	amp_9386	92.59	29	25.0
dual_1603	amp_9389	96.3	28	26.0
dual_1603	amp_9390	92.59	29	25.0
dual_1603	amp_9391	92.59	29	25.0
dual_1603	amp_9392	92.59	29	25.0
dual_1603	amp_9395	92.59	29	25.0
dual_1603	amp_9398	92.59	29	25.0
dual_1603	amp_9401	92.59	29	25.0
dual_1603	amp_9404	96.3	28	26.0
dual_1603	amp_9405	92.59	29	25.0
dual_1603	amp_9406	92.59	29	25.0
dual_1603	amp_9407	92.59	29	25.0
dual_1603	amp_9410	92.59	29	25.0
dual_1603	amp_9413	92.59	29	25.0
dual_1603	amp_9419	92.59	29	25.0
dual_1603	amp_9434	92.59	29	25.0
dual_1603	amp_9464	92.59	29	25.0
dual_1603	amp_9491	92.59	29	25.0
dual_1603	amp_9494	96.3	28	26.0
dual_1603	amp_9495	92.59	29	25.0
dual_1603	amp_9496	92.59	29	25.0
dual_1603	amp_9497	92.59	29	25.0
dual_1603	amp_9500	92.59	29	25.0
dual_1603	amp_9503	92.59	29	25.0
dual_1603	amp_9509	92.59	29	25.0
dual_1603	amp_9524	92.59	29	25.0
dual_1603	amp_9554	92.59	29	25.0
dual_1603	amp_9584	92.59	29	25.0
dual_1603	amp_9611	92.59	29	25.0
dual_1603	amp_9614	96.3	28	26.0
dual_1603	amp_9615	92.59	29	25.0
dual_1603	amp_9616	92.59	29	25.0
dual_1603	amp_9617	92.59	29	25.0
dual_1603	amp_9620	92.59	29	25.0
dual_1603	amp_9623	92.59	29	25.0
dual_1603	amp_9629	92.59	29	25.0
dual_1603	amp_9644	92.59	29	25.0
dual_1604	amp_9312	92.59	29	25.0
dual_1604	amp_9314	92.59	29	25.0
dual_1604	amp_9315	96.3	28	26.0
dual_1604	amp_9316	92.59	29	25.0
dual_1604	amp_9318	92.59	29	25.0
dual_1604	amp_9321	92.59	29	25.0
dual_1604	amp_9324	92.59	29	25.0
dual_1604	amp_9330	92.59	29	25.0
dual_1604	amp_9342	92.59	29	25.0
dual_1604	amp_9344	92.59	29	25.0
dual_1604	amp_9345	96.3	28	26.0
dual_1604	amp_9346	92.59	29	25.0
dual_1604	amp_9348	92.59	29	25.0
dual_1604	amp_9351	92.59	29	25.0
dual_1604	amp_9354	92.59	29	25.0
dual_1604	amp_9360	92.59	29	25.0
dual_1604	amp_9371	92.59	29	25.0
dual_1604	amp_9372	96.3	28	26.0
dual_1604	amp_9373	92.59	29	25.0
dual_1604	amp_9374	96.3	28	26.0
dual_1604	amp_9375	100.0	27	27.0
dual_1604	amp_9376	96.3	28	26.0
dual_1604	amp_9377	92.59	29	25.0
dual_1604	amp_9378	96.3	28	26.0
dual_1604	amp_9379	92.59	29	25.0
dual_1604	amp_9380	92.59	29	25.0
dual_1604	amp_9381	96.3	28	26.0
dual_1604	amp_9382	92.59	29	25.0
dual_1604	amp_9383	92.59	29	25.0
dual_1604	amp_9384	96.3	28	26.0
dual_1604	amp_9385	92.59	29	25.0
dual_1604	amp_9387	92.59	29	25.0
dual_1604	amp_9389	92.59	29	25.0
dual_1604	amp_9390	96.3	28	26.0
dual_1604	amp_9391	92.59	29	25.0
dual_1604	amp_9393	92.59	29	25.0
dual_1604	amp_9396	92.59	29	25.0
dual_1604	amp_9399	92.59	29	25.0
dual_1604	amp_9402	92.59	29	25.0
dual_1604	amp_9404	92.59	29	25.0
dual_1604	amp_9405	96.3	28	26.0
dual_1604	amp_9406	92.59	29	25.0
dual_1604	amp_9408	92.59	29	25.0
dual_1604	amp_9411	92.59	29	25.0
dual_1604	amp_9414	92.59	29	25.0
dual_1604	amp_9420	92.59	29	25.0
dual_1604	amp_9435	92.59	29	25.0
dual_1604	amp_9465	92.59	29	25.0
dual_1604	amp_9492	92.59	29	25.0
dual_1604	amp_9494	92.59	29	25.0
dual_1604	amp_9495	96.3	28	26.0
dual_1604	amp_9496	92.59	29	25.0
dual_1604	amp_9498	92.59	29	25.0
dual_1604	amp_9501	92.59	29	25.0
dual_1604	amp_9504	92.59	29	25.0
dual_1604	amp_9510	92.59	29	25.0
dual_1604	amp_9525	92.59	29	25.0
dual_1604	amp_9555	92.59	29	25.0
dual_1604	amp_9585	92.59	29	25.0
dual_1604	amp_9612	92.59	29	25.0
dual_1604	amp_9614	92.59	29	25.0
dual_1604	amp_9615	96.3	28	26.0
dual_1604	amp_9616	92.59	29	25.0
dual_1604	amp_9618	92.59	29	25.0
dual_1604	amp_9621	92.59	29	25.0
dual_1604	amp_9624	92.59	29	25.0
dual_1604	amp_9630	92.59	29	25.0
dual_1604	amp_9645	92.59	29	25.0
dual_1605	amp_9313	92.59	29	25.0
dual_1605	amp_9314	92.59	29	25.0
dual_1605	amp_9315	92.59	29	25.0
dual_1605	amp_9316	96.3	28	26.0
dual_1605	amp_9319	92.59	29	25.0
dual_1605	amp_9322	92.59	29	25.0
dual_1605	amp_9325	92.59	29	25.0
dual_1605	amp_9331	92.59	29	25.0
dual_1605	amp_9343	92.59	29	25.0
dual_1605	amp_9344	92.59	29	25.0
dual_1605	amp_9345	92.59	29	25.0
dual_1605	amp_9346	96.3	28	26.0
dual_1605	amp_9349	92.59	29	25.0
dual_1605	amp_9352	92.59	29	25.0
dual_1605	amp_9355	92.59	29	25.0
dual_1605	amp_9361	92.59	29	25.0
dual_1605	amp_9371	92.59	29	25.0
dual_1605	amp_9372	92.59	29	25.0
dual_1605	amp_9373	96.3	28	26.0
dual_1605	amp_9374	96.3	28	26.0
dual_1605	amp_9375	96.3	28	26.0
dual_1605	amp_9376	100.0	27	27.0
dual_1605	amp_9377	92.59	29	25.0
dual_1605	amp_9378	92.59	29	25.0
dual_1605	amp_9379	96.3	28	26.0
dual_1605	amp_9380	92.59	29	25.0
dual_1605	amp_9381	92.59	29	25.0
dual_1605	amp_9382	96.3	28	26.0
dual_1605	amp_9383	92.59	29	25.0
dual_1605	amp_9384	92.59	29	25.0
dual_1605	amp_9385	96.3	28	26.0
dual_1605	amp_9388	92.59	29	25.0
dual_1605	amp_9389	92.59	29	25.0
dual_1605	amp_9390	92.59	29	25.0
dual_1605	amp_9391	96.3	28	26.0
dual_1605	amp_9394	92.59	29	25.0
dual_1605	amp_9397	92.59	29	25.0
dual_1605	amp_9400	92.59	29	25.0
dual_1605	amp_9403	92.59	29	25.0
dual_1605	amp_9404	92.59	29	25.0
dual_1605	amp_9405	92.59	29	25.0
dual_1605	amp_9406	96.3	28	26.0
dual_1605	amp_9409	92.59	29	25.0
dual_1605	amp_9412	92.59	29	25.0
dual_1605	amp_9415	92.59	29	25.0
dual_1605	amp_9421	92.59	29	25.0
dual_1605	amp_9436	92.59	29	25.0
dual_1605	amp_9466	92.59	29	25.0
dual_1605	amp_9493	92.59	29	25.0
dual_1605	amp_9494	92.59	29	25.0
dual_1605	amp_9495	92.59	29	25.0
dual_1605	amp_9496	96.3	28	26.0
dual_1605	amp_9499	92.59	29	25.0
